,target_id,smiles,pAc
23738,P42345,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCNCC4)C(=N2)N5CCOCC5,8.85
22796,P42345,CC(C)[C@H]1CN(C(=O)N1C2=NC3=C(C=NN3C=C2)C4=CC=C(C=C4)C5=NC=NN5)CCN6CC[C@@H](C6)F,7.71
23785,P42345,CC(=O)NC1=NC2=C(S1)C=C(C=C2)C3=CC(=C(N=C3)Cl)NS(=O)(=O)C4=CC=CC=C4F,8.96
23468,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(=O)N)N5CCOC[C@@H]5C,8.49
22789,P42345,CCC1=C(C(=NC=N1)N2CCC(CC2)O)C#CC3=CN=C(C=C3)NC,7.7
22818,P42345,C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,7.7349999999999985
21463,P42345,CC1=NC(=CC(=N1)N)C2=NC=CN=C2NC3=CC(=C(N=C3)Cl)NS(=O)(=O)C,5.41
21483,P42345,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,5.457777777777778
22118,P42345,CCCNC(=O)C1=C(C=CC(=C1)C2=NC3=C(C=C2)C(=NC(=N3)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C)F,6.85
23557,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)NC)C3=CC(=C(C(=C3)F)C(=O)N4CCN5CCC[C@H]5C4)F,8.6
22822,P42345,CC1=C(C(=NC=N1)N2CCN(CC2)CC(C)(C)O)C#CC3=CN=C(C=C3)N,7.74
21362,P42345,CC(C)N1C2=C(C(=N1)C3=CC(=CC(=C3)Br)OC)C(=NC=N2)N,5.0
21418,P42345,C1COCCN1C2=NC(=NC(=C2)C3=CC=C(O3)C4=CC=C(C=C4)CO)N5CCOCC5,5.26
21943,P42345,C[C@H]1CCCCN1C2=NC3=C(C=CC(=N3)C4=CC=C(C=C4)Cl)C(=N2)N5CCOC[C@@H]5C,6.59
23417,P42345,CCC1=NC=CC(=C1C#CC2=C(N=C(C=C2)N)C)C3=CC(=C(C=C3)C(=O)NC)Cl,8.4
21938,P42345,CC1=NC(=CC(=N1)N)C2=CC(=CN=C2NC3=CC(=C(N=C3)Cl)NS(=O)(=O)C)C=C,6.58
23063,P42345,CC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CN=C(C=C3)C(=O)N(C)CCCOC,8.0
22211,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CNC5CCCC5)N6CCOC[C@@H]6C,7.02
23860,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN5CCC[C@H]5C4)Cl,9.06
21893,P42345,CC1=NC(=NC(=N1)N)N2C3=CC=CC=C3N=C2NC4=CC=C(O4)C(=O)NC,6.495
23231,P42345,CC1=NC(=CS1)[C@H]2COC(=O)N2C3=NC4=C(C=NN4C=C3)C5=CC(=C(C=C5)C6=NC=NN6)F,8.19
22660,P42345,CC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CN=C(C=C3)C(=O)N4CCN(CC4)C,7.55
23188,P42345,CCC1=C(C(=NC=N1)N2CCN(CC2)CC(C)(C)O)C#CC3=CN=C(C=C3)N,8.15
23033,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CC5CC5)C,7.96
22098,P42345,C1CN(CCC1N2C=NC3=C2N=C(N=C3N4CCOCC4)C5=CC(=CC=C5)O)CC6=CC=CC=C6,6.85
23812,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CC[C@@H](C4)O)F,9.0
22147,P42345,CCN(CC)CCNC(=O)NC1=NN2C=C(C=CC2=N1)C3=CC(=C(N=C3)OC)NS(=O)(=O)C4=CC=C(C=C4)F,6.91
23844,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N(C)C4CCS(=O)(=O)C4)C,9.04
22254,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CN=C(C=C4)OC)N5CCOC[C@@H]5C,7.07
21465,P42345,C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CSC=C4,5.41
23189,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N(C)OC)F,8.15
21314,P42345,CN1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N,4.0
22279,P42345,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)C(=O)NC4=NCCS4)C(=NC=N2)N,7.1
22898,P42345,CCC1=C(C(=NC=N1)N2CCN(CC2)S(=O)(=O)C)C#CC3=CN=C(C=C3)N,7.8
23170,P42345,C1[C@@H](N(C(=O)O1)C2=NC3=C(C=NN3C=C2)C4=CC(=C(C=C4)C5=NC=NN5)F)CC6=CC=CC=C6,8.11
22339,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(=O)NC)N5CCOC[C@@H]5C,7.18
23113,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CC(N(C(C4)C)CCOC)C)F,8.05
21866,P42345,C1COCCN1C2=CN3C(=NC=C3C4=CC(=C(N=C4)Cl)NS(=O)(=O)C5=CC=C(C=C5)F)C=C2,6.44
22594,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCCC5)OC,7.49
22321,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)C)C3=CC=C(C=C3)S(=O)(=O)C,7.16
23102,P42345,CN1C=C(C2=C(C=CN=C21)N3CCC(CC3)C(=O)NCC4=CN=CC=C4)/C=C\5/C(=O)C6=C(O5)C=CC(=C6)NC(=O)NC7=CN=CC=C7,8.05
22727,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCCCC5)F,7.62
23130,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CC[C@@H](C4)O)C,8.05
23317,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCN(CC5)CC)F,8.3
22972,P42345,C[C@@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@H]5C,7.89
23087,P42345,C[C@@H]1CC[C@H]2C[C@@H]([C@@H](OC(=O)CN(C(=O)CNC(=O)[C@H](NC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)CCC4=CC=CC=C4)C)C)OC,8.02
22723,P42345,CN1CCN(CC1)CCN2C=CC3=C2N=C(N=C3N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=NC=C6,7.62
23685,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN5C=CN=C5C4)F,8.76
21434,P42345,C1CNC[C@@H]1N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N,5.3
23796,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)CC(C)(C)O)F,8.99
23222,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C5CCCC5)OC,8.17
22317,P42345,CC1=NC(=NC(=N1)C2=CC(=CN=C2NC3=CC(=C(N=C3)Cl)NS(=O)(=O)N(C)C)OC)N,7.16
23414,P42345,CCC1=C(C(=NC=N1)N2CCC3(CC2)OCCO3)C#CC4=CN=C(C=C4)N,8.4
23997,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)F)C(=O)N4CCN(CC4)C5CCOCC5)F,9.46
22255,P42345,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CS(=O)(=O)C3)C(=N2)N4C[C@H]5CC[C@@H](C4)O5,7.08
23402,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)(CC)O)F,8.4
21908,P42345,CC1=NC(=C2C(=N1)N=CN2)C3=C(N=CC=C3)NC4=CN=C(C=C4)OC,6.535
22141,P42345,CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C(C)C)C3=CC(=C(N=C3)OC)NS(=O)(=O)C4=C(C=C(C=C4)F)F,6.9
21424,P42345,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)CO)C(=NC=N2)N,5.27
21572,P42345,CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N5CCCCC5)/C4=C(C3=O)O)COC)C)C,5.74
23882,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C5CCS(=O)(=O)C5)Cl,9.13
22456,P42345,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)CN3)CC4CCOCC4)O,7.34
22245,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5C=CN=C5,7.06
21590,P42345,C1COCCN1C2=NC(=NC3=C2NC=C3)C4=CC(=CC=C4)CO,5.79
21422,P42345,CC1=NC(=NC(=N1)C2=C(N=CC=C2)NC3=CN=C(C=C3)NC(=O)NC4=CC=CC=C4)N,5.27
23639,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)(C)O)F,8.7
23068,P42345,CCC1=C(C(=NC=N1)N2CCC(CC2)OC)C#CC3=CN=C(C=C3)N,8.0
23001,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)C,7.92
22058,P42345,CC1=NC(=CC(=N1)N)N2C3=CC=CC=C3N=C2NC4=CC(=CC=C4)O,6.783333333333332
21680,P42345,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC=C(C=C4)Cl)C5=CN=CC=C5,6.09
23825,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCN(CC4)C5CCOCC5)OC,9.0
21880,P42345,C1COCCN1C2=NC(=NC3=C2N=CC=C3)C4=CC(=CC=C4)CO,6.47
22365,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CC[C@@H](C4)N(C)C)OC,7.21
23204,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)NC4CCN(C4)C5CCN(CC5)C)F,8.15
23606,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN(C(=O)C4)C)Cl,8.7
22519,P42345,CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CN=C(C=C4)OC,7.41
23342,P42345,CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCCC5)F,8.3
23504,P42345,CCC1=NC=CC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCNC(=O)C4)OC,8.52
21910,P42345,CS(=O)(=O)CC1=CC(=NC(=N1)C2=CC3=C(C=C2)NC=C3)N4CCOCC4,6.54
21532,P42345,COCCNC(=O)C1=CN2C=C(N=C(C2=N1)N3CCOCC3)C4=CN=C(N=C4)N,5.64
21471,P42345,C1=CC2=C(C=C1Br)C(=CN2)/C=C\3/C(=O)C4=C(C=C(C=C4O3)O)O,5.43
